AUD,BGN,BRL,CAD,CHF,CNY,COP,CZK,DKK,DZD,EUR,GBP,HKD,HRK,HUF,IDR,ILS,INR,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,ZAR
0.1943191,0.22128359999999997,0.2361492233,0.1613562,0.1662207,0.8277015999999999,0.226566,0.36695770000000005,0.8425105,0.77273274,0.1133915,0.0696678,0.779873,0.8561061000000001,0.276391881,0.10390202970000001,0.45339609999999997,0.48275314999999996,0.132067128,0.1317598367,0.09157841,0.379805,0.8959066,0.23749859999999998,0.51353895,0.4166912,0.32337,0.3058442,1.0522962,0.18353550000000002,0.43877651,0.1365234154,0.34991496,1.159746
0.1944268,0.221521,0.23735527809999998,0.1613961,0.1668331,0.8276958000000001,0.22650100000000004,0.36140749,0.8434393,0.77273212,0.1135074,0.0697049,0.7798865,0.8581158,0.276163451,0.1039550511,0.4518048,0.48220204,0.132894438,0.132,0.09094552,0.3799773,0.8979001,0.2366288,0.5132576600000001,0.4187628,0.3203973,0.30585017000000003,1.0494664999999999,0.1835755,0.43970033999999997,0.1350737798,0.35026107,1.1347445999999999
0.1931222,0.22080320000000003,0.23722850680000002,0.1617308,0.1661991,0.8277036000000001,0.226976,0.36541855,0.8407353000000001,0.7826289599999999,0.11312219999999999,0.069638,0.7798982,0.8539593,0.275848416,0.1038559955,0.4553507,0.48222851,0.132624434,0.132,0.09120475,0.3800226,0.8952489,0.2340045,0.51253394,0.4146719,0.3213575,0.30619005,1.0427035999999998,0.1833824,0.43982579,0.1332579186,0.35004525000000003,1.1525
0.19269540000000002,0.22104189999999999,0.23642129110000001,0.1608381,0.1663194,0.827701,0.22592399999999999,0.36545866,0.8414496,0.7707938799999999,0.1132503,0.070034,0.7799434,0.8584371000000001,0.276047565,0.1039727067,0.4587542,0.48298980999999996,0.134235561,0.1330996602,0.0913658,0.38006799999999996,0.895017,0.2331484,0.51288788,0.41375989999999996,0.3197282,0.30597169,1.0466818,0.1841336,0.44187542,0.1339750849,0.35069083,1.1504983
0.192107,0.220393,0.2376693767,0.1607159,0.166407,0.8276987,0.22472899999999998,0.36238708000000003,0.8390582999999999,0.7695144500000001,0.1129178,0.07004289999999999,0.7799345,0.8559169000000001,0.274841915,0.10399412829999999,0.45994809999999997,0.48278004,0.134056007,0.1331199187,0.09134484999999999,0.3798893,0.8945912,0.23323170000000001,0.51647471,0.4105691,0.3176942,0.30573284,1.048645,0.18385279999999998,0.44187556,0.13493676599999999,0.35083559000000003,1.1350045
0.1936352,0.2226189,0.2409490133,0.1600319,0.1675259,0.8276948000000001,0.223992,0.36537014,0.8474849000000001,0.77469944,0.1140641,0.0703661,0.7799475,0.8644918,0.27774609299999997,0.103855937,0.4590054,0.48302726,0.134538611,0.1325504734,0.09130832,0.3800046,0.8983689,0.2352686,0.51253565,0.4128322,0.3179423,0.30619026,1.053439,0.1840196,0.44172579,0.1352800274,0.35082695999999997,1.1379948
0.1939859,0.22515290000000002,0.24055177190000002,0.160845,0.16987190000000002,0.827704,0.223198,0.36734388,0.8575782000000001,0.77591366,0.11543350000000001,0.0707145,0.7799261000000001,0.8772942,0.280907307,0.1043922429,0.4602101,0.48350456,0.13430682200000002,0.132260187,0.09132517999999999,0.38015699999999997,0.9069606,0.23589980000000002,0.51321713,0.41501789999999994,0.3175343,0.30629574000000004,1.0673323,0.1833776,0.44097887999999996,0.1335565047,0.35062911,1.1290892
0.1944393,0.2274656,0.24180461649999999,0.1612264,0.1717883,0.8276988,0.224267,0.37075076,0.8659128,0.79477967,0.1165773,0.0710655,0.779937,0.8859874,0.283527629,0.1038984612,0.4611448,0.48342271,0.133958965,0.132099557,0.09168103999999999,0.3801819,0.9139077,0.23744459999999998,0.5127419,0.4124854,0.3192586,0.30631616,1.075717,0.1835626,0.44100606,0.1338307298,0.35026812999999996,1.1557473
0.1944573,0.22633350000000002,0.24210343230000003,0.1588242,0.17065170000000002,0.8277018,0.225237,0.36920223,0.8613403999999999,0.7917520899999999,0.11595549999999999,0.0708024,0.7799281,0.8789425,0.281829777,0.1028963358,0.46262759999999997,0.48395176,0.133279221,0.13086038960000002,0.09165237,0.37981220000000004,0.9091488999999999,0.23666510000000002,0.51143321,0.41038959999999997,0.322333,0.30653989,1.0697008000000001,0.18346469999999998,0.44027133999999996,0.1317833952,0.34980288000000004,1.1459994999999998
0.19757,0.2258274,0.2436473039,0.158667,0.1702037,0.8277018999999999,0.22624499999999997,0.36954409,0.8595694999999999,0.7908296699999999,0.11571400000000001,0.07070119999999999,0.7799235999999999,0.8782688999999999,0.281751909,0.10326799349999999,0.46215,0.48488776,0.132712335,0.1311004397,0.09223212,0.38013189999999997,0.9087595,0.24105530000000003,0.51168711,0.41271699999999995,0.3226452,0.30715344,1.0656098,0.1834298,0.43977667,0.1329553344,0.34986114,1.1445036
0.1965497,0.22592340000000002,0.24190112309999998,0.15829569999999998,0.1707537,0.8276948000000001,0.22648200000000002,0.36936436,0.860044,0.78326734,0.1157809,0.0707537,0.7799351999999999,0.8777353,0.281718189,0.10316197749999999,0.4604145,0.48515687999999996,0.132835475,0.1309401413,0.09141137,0.38005089999999997,0.9078383999999999,0.2398981,0.51230751,0.4166609,0.3212921,0.30713557999999996,1.0617112,0.1834202,0.44030103,0.1322218363,0.34971634,1.1513025000000001
0.1961654,0.22601949999999998,0.24192539389999998,0.158816,0.1712349,0.8276992999999999,0.22659899999999997,0.36967099,0.8605422,0.79132646,0.11584799999999999,0.0706673,0.7799351,0.8768535999999999,0.28151065799999997,0.10322613530000001,0.4590477,0.48489342,0.133989805,0.13126042629999998,0.09144115,0.37991199999999997,0.9083062999999999,0.2395737,0.5128823,0.41531510000000005,0.320899,0.30732854,1.0644114999999998,0.1835612,0.44029889,0.13125579240000002,0.34994208,1.1504981
0.19585840000000002,0.2256826,0.2420522906,0.1590352,0.1712749,0.8276954999999999,0.226733,0.36854466,0.8593707,0.7831466899999999,0.11568719999999999,0.0705345,0.779963,0.875752,0.282103193,0.10314403050000001,0.4597987,0.4862795,0.133294771,0.13119967610000002,0.09174455999999999,0.3799745,0.9066983000000001,0.2388362,0.51212402,0.42052290000000003,0.3215757,0.30753239,1.0660342,0.1835493,0.43997455,0.1314206386,0.34978019000000005,1.1684984
0.1957042,0.22470340000000003,0.2417021767,0.1598641,0.1698837,0.8276977999999999,0.226661,0.36713118,0.8555223,0.7882701799999999,0.1151676,0.070425,0.7799378,0.8723943000000001,0.28140043800000003,0.1030253369,0.46149950000000006,0.48631809,0.13322584399999998,0.1311804676,0.09153288,0.3799378,0.9046413,0.239203,0.51241506,0.4188644,0.3219164,0.30743407,1.0661523000000002,0.18345039999999999,0.43977426999999997,0.1309455257,0.34982149,1.1602442
0.1969875,0.22487300000000002,0.2416551247,0.1601916,0.1697022,0.8277008,0.225981,0.36778624,0.8573753,0.7894402100000001,0.1154201,0.07066019999999999,0.7799515,0.8694367,0.28145198499999996,0.10327389199999999,0.462904,0.48671514000000005,0.133367959,0.1317001385,0.09120613999999999,0.38009,0.9036242,0.2400739,0.5126154199999999,0.421572,0.3205794,0.30759349,1.0633656999999999,0.1832756,0.43970222,0.13307940899999998,0.35023084,1.1506348
0.19702219999999998,0.2247807,0.2448522622,0.1604571,0.1699215,0.8277008,0.225498,0.36795937,0.8573061,0.78932479,0.1154201,0.0709718,0.7799400000000001,0.8690559,0.282721607,0.1027415743,0.46680520000000003,0.48689982,0.133587258,0.1318201754,0.09123730000000001,0.3801593,0.9005078,0.24082409999999999,0.51221145,0.4259003,0.3207525,0.30771467999999996,1.0652124,0.18294090000000002,0.4387777,0.1333102493,0.35041551,1.1562442000000002
0.1959382,0.22279179999999998,0.24664759730000002,0.1596796,0.1684439,0.8277002,0.226017,0.36372998,0.8498856,0.7776510299999999,0.1144165,0.07074369999999999,0.7799657,0.8586957,0.279118993,0.1025176201,0.4666018,0.48657895,0.134393593,0.1320194508,0.09152632000000001,0.38011439999999996,0.8960526,0.2393593,0.51240275,0.4210526,0.32099540000000004,0.30835355,1.059508,0.1833524,0.43937529,0.1372997712,0.35092677,1.1467048
0.194917,0.2215147,0.2451444166,0.15936999999999998,0.16808050000000002,0.8277007,0.22727600000000003,0.36096202,0.8448146,0.77648851,0.11371389999999999,0.07022969999999999,0.7799522,0.8511485000000001,0.276836479,0.10208846939999999,0.4745053,0.48694564,0.133909484,0.1320002274,0.09065499,0.37994089999999997,0.8910621000000001,0.2373323,0.51269047,0.4177849,0.3207528,0.30844553,1.0529679,0.18324990000000002,0.43855015,0.1383898112,0.35081874,1.1479986
0.1966183,0.22254079999999998,0.245652919,0.1591454,0.1686964,0.8277048,0.228314,0.36296127,0.8488175,0.7748760400000001,0.1142465,0.0701017,0.779984,0.8539929,0.278475951,0.1017675083,0.4710042,0.48648463,0.133611333,0.1320198789,0.09086142000000001,0.3801554,0.8947789,0.2392665,0.5137095899999999,0.41707989999999995,0.3210328,0.30879356,1.0567805,0.18309150000000002,0.43857535,0.1373243459,0.35091968,1.1554895
0.1968847,0.22311299999999998,0.2456534189,0.1595006,0.1692361,0.8276944,0.229019,0.36324591,0.8510365,0.77585729,0.1145344,0.0698889,0.7799565,0.8561448,0.2782041,0.101875043,0.4645974,0.48650784999999996,0.13245905400000002,0.1320203871,0.09062765,0.3800023,0.8964608999999999,0.23937689999999998,0.51350361,0.4182797,0.3206964,0.30877334,1.057187,0.1829115,0.43770015,0.1349215439,0.35086472999999996,1.1443134000000001
0.19399519999999998,0.22404229999999997,0.2428045554,0.158967,0.170574,0.8277004,0.230927,0.36431612,0.8545726,0.7877154000000001,0.11503509999999999,0.0700909,0.7799609000000001,0.8575866,0.27832738999999995,0.1022765444,0.4633153,0.48639135000000006,0.13218681699999998,0.131619694,0.09073392,0.3799149,0.8949154,0.23778899999999997,0.51288393,0.4181525,0.3210284,0.3087024,1.057345,0.1826642,0.43600023,0.1341309099,0.35078798999999994,1.1519959
0.1933716,0.2237679,0.24395175189999999,0.15912690000000002,0.1701666,0.8276967000000001,0.23120300000000002,0.36358415,0.8533487,0.78676508,0.1148765,0.0700172,0.7799311,0.8541067999999999,0.276335439,0.102481907,0.46229750000000003,0.48685813000000006,0.13280873099999999,0.1316197588,0.09075589,0.380046,0.8919012000000001,0.23733490000000002,0.5122113699999999,0.4171855,0.320942,0.30898564,1.0544285,0.1825847,0.43615049,0.13429063759999998,0.35132682000000004,1.1489948
0.19323010000000002,0.22347679999999998,0.2426506024,0.1590591,0.169868,0.8276994,0.228854,0.36578313,0.8525186,0.79060356,0.1147447,0.0699713,0.7799311999999999,0.8518646000000001,0.276924842,0.1023265634,0.4685944,0.48628801000000005,0.132736661,0.13166035569999998,0.09057946,0.37991969999999997,0.8889845,0.2366609,0.5120826199999999,0.415525,0.3213769,0.30870224,1.0551348,0.1827998,0.43625014,0.1355134825,0.35072863,1.144498
0.1936263,0.2240681,0.2430050621,0.1589277,0.1701104,0.8277036000000001,0.228898,0.36629084,0.8548205,0.7801380600000001,0.11504829999999999,0.070191,0.7799356000000001,0.8536585000000001,0.279647952,0.101850092,0.4722043,0.48620570999999996,0.133801197,0.1319995398,0.09062011,0.3800046,0.8914519000000001,0.2379199,0.51300046,0.41589970000000004,0.3212149,0.30915094,1.0575472,0.18314539999999999,0.43720087,0.13587206629999998,0.35089738,1.1549931
0.1933318,0.2227954,0.24315452359999998,0.1590758,0.1694155,0.8277022,0.228098,0.36514926000000003,0.8499828,0.78992794,0.1143772,0.0699302,0.7799267999999999,0.8515383999999999,0.278680087,0.1018525678,0.4699531,0.48581723,0.13370696599999998,0.1314994853,0.09079034999999999,0.3799382,0.8879675,0.23784740000000001,0.51291319,0.41607000000000005,0.3226924,0.30895688,1.0515841,0.1827748,0.43702505,0.13759579090000001,0.3509093,1.1434977
0.19403520000000002,0.2239398,0.24220204569999998,0.1588668,0.1700149,0.827698,0.228294,0.36607287,0.8539019,0.78240087,0.11492929999999998,0.0701643,0.7799218,0.8556488,0.27945063800000003,0.10203827149999999,0.46949779999999997,0.48634639999999996,0.134225951,0.1318802437,0.09070567,0.3799563,0.8892656000000001,0.2391679,0.51319389,0.41721640000000004,0.3246983,0.30873808,1.0494656,0.1830824,0.43774968000000003,0.1384898288,0.35095965999999995,1.1439949
0.1940665,0.22276210000000002,0.24303189669999997,0.15907169999999998,0.1691551,0.8277009,0.23094499999999998,0.36263862,0.8497199,0.7967303099999999,0.1143249,0.0699325,0.7799131,0.8516634,0.278666972,0.1020449297,0.4688693,0.48689836999999997,0.13384017399999998,0.1321996113,0.09077169,0.3796159,0.8873900000000001,0.2384703,0.51322739,0.41619979999999995,0.3240883,0.3092546,1.0466217,0.1831485,0.43894821,0.1386761175,0.35065736999999997,1.1458786
0.19480740000000002,0.22336079999999997,0.2409445209,0.1597662,0.169326,0.8277051999999999,0.230775,0.36370931,0.8521205999999999,0.7991334299999999,0.1146263,0.0700825,0.7799289,0.8568317000000001,0.279126547,0.10178668040000001,0.4647983,0.48796424,0.133723063,0.1317996332,0.09096401,0.3800436,0.8886977999999999,0.2397409,0.51381247,0.4184204,0.3239569,0.30960798,1.0442458000000001,0.1831614,0.43837575,0.1384685924,0.35103164,1.1375057
0.1945519,0.2244299,0.2395530984,0.16055060000000002,0.1700184,0.827701,0.231021,0.36598709999999995,0.8559779000000001,0.7882239099999999,0.1151808,0.0701682,0.7799240000000001,0.8562543,0.281133379,0.1017500576,0.46349919999999994,0.48700760000000004,0.134047455,0.1325005759,0.09063004,0.3800046,0.8909238,0.23923060000000002,0.51325731,0.41885510000000004,0.3233702,0.30941027,1.0441027,0.18326420000000002,0.43820087999999996,0.1392536282,0.35090993,1.1432965
0.1946121,0.225344,0.23914903459999998,0.160666,0.1707365,0.8277026,0.23131300000000002,0.36672448,0.8592091999999999,0.80168228,0.11562030000000001,0.0705284,0.7799052,0.8590589,0.283859406,0.10185443400000001,0.4611978,0.48724708,0.134813273,0.1326997341,0.09084634,0.3801133,0.8917794000000001,0.2390219,0.51359695,0.42056889999999997,0.32515900000000003,0.30971211,1.0495895000000002,0.1836744,0.43842756,0.14094114929999998,0.35121979000000003,1.1414961
0.1937464,0.2251763,0.23369552649999997,0.1605132,0.1706046,0.8276961999999999,0.23098200000000002,0.36541440000000003,0.8590568,0.78789157,0.1155936,0.070645,0.7799098,0.8588602,0.283932493,0.1014941625,0.46275579999999994,0.48707664,0.13416946,0.13238007170000002,0.09098255,0.3799792,0.8914576000000001,0.23784529999999998,0.51247255,0.4216276,0.3259392,0.31009247,1.0475668,0.183447,0.43737487,0.13929025550000002,0.35109236000000005,1.1407005
0.1933748,0.2244498,0.23650190109999997,0.1599954,0.1700542,0.827699,0.230645,0.36392442,0.8561930999999999,0.7893812699999999,0.1152206,0.0703192,0.7799516,0.8543611,0.2829243,0.1010116373,0.4680493,0.48715290000000006,0.13329876699999998,0.1323804586,0.09125591,0.38004380000000004,0.8878902999999999,0.23706649999999999,0.51106118,0.42092409999999997,0.3260744,0.31028575,1.0472405,0.1830395,0.43675078,0.1395322042,0.35100817999999995,1.1374928
0.1921609,0.2252399,0.2345010984,0.1591167,0.1708752,0.8277026,0.230633,0.36412301999999996,0.8590589,0.79213435,0.11562030000000001,0.0704937,0.7799514000000001,0.8555324000000001,0.28283038499999996,0.1007275986,0.4662967,0.48644930000000003,0.132269627,0.131839519,0.09067059999999999,0.3798011,0.8892936,0.2348826,0.51048676,0.4181755,0.3257949,0.31011099999999997,1.048098,0.1828419,0.43547231,0.1383975026,0.35047982,1.1189964
0.1922598,0.22441830000000001,0.2321008984,0.1589265,0.170076,0.827701,0.229915,0.36368347999999995,0.8557589999999999,0.78874568,0.1151808,0.07036400000000001,0.7799470000000001,0.8529140999999999,0.28094909,0.09982135453,0.469097,0.4865584,0.131835982,0.1316401751,0.09077171,0.3799009,0.8855677999999999,0.2352684,0.51135683,0.4158604,0.3258927,0.31018314,1.0413499,0.1827459,0.43597442999999997,0.1384473624,0.35054135000000003,1.0960032
0.1921832,0.2236455,0.23500918269999999,0.1588154,0.16950179999999998,0.8276973999999999,0.22935999999999998,0.36202938,0.8530418,0.7874552300000001,0.1147842,0.0703053,0.7799472,0.8494031,0.28040633600000003,0.09955578512,0.47170569999999995,0.48662764000000003,0.131841139,0.1316299357,0.09079316,0.3800275,0.8845845000000001,0.23484850000000002,0.51103076,0.415404,0.3259986,0.31064853,1.0376492000000002,0.18274790000000002,0.4354247,0.1379706152,0.35022957,1.1095041
0.1908946,0.2223528,0.2367982656,0.1580899,0.1679484,0.8277042,0.229,0.36196942,0.8479347,0.7837015100000001,0.11410309999999999,0.07034460000000001,0.7799292999999999,0.8431082,0.279381561,0.09937962117999999,0.4695002,0.48687814,0.128890917,0.131450251,0.09065381,0.3798266,0.8799635,0.232314,0.50976723,0.4149133,0.3264719,0.3105785,1.0345162,0.1820402,0.43250114000000006,0.1371519854,0.34956641,1.1258786
0.1908037,0.2215301,0.2375014209,0.15853129999999999,0.1671934,0.8277026,0.228983,0.35990679,0.8448903,0.78369899,0.1136751,0.0700466,0.7799704000000001,0.8400591000000001,0.279777197,0.1001273161,0.4692509,0.48699557,0.127884506,0.131430033,0.09073548000000001,0.37991359999999996,0.8775719000000001,0.23262480000000002,0.5121405,0.4149937,0.3265886,0.31020233999999997,1.0307491,0.182028,0.43320222999999997,0.1372058656,0.34925543,1.1983744
0.1920261,0.22294930000000002,0.2340006864,0.15870040000000002,0.168356,0.8276971,0.228383,0.36176639,0.8502116,0.78663196,0.1144034,0.0703924,0.7799565,0.8454409999999999,0.279773481,0.09945006292,0.46650270000000005,0.48710674,0.12872668999999998,0.1312000915,0.09068298999999999,0.3800023,0.8838806,0.2342181,0.5100103,0.41463219999999995,0.32693059999999996,0.31027228,1.0392404000000002,0.1821645,0.43345154999999996,0.1363688365,0.34941082,1.1604965
0.1924883,0.22313070000000002,0.2353944807,0.1583763,0.1680751,0.8276994999999999,0.22698800000000002,0.36127333,0.8509905,0.78727241,0.11450819999999999,0.0707317,0.7799725,0.8453567,0.280430551,0.09969437765,0.4675026,0.48707203,0.128707203,0.1318504523,0.09068247,0.379984,0.8836024,0.23416920000000002,0.50862247,0.4148632,0.32688649999999997,0.31090232,1.0403297999999999,0.18220540000000002,0.43187564,0.13649375930000002,0.34943317999999995,1.1542425
0.1924662,0.2230937,0.23329516830000002,0.1585757,0.1680902,0.8276964,0.226917,0.36155255,0.8508129,0.78670025,0.1144951,0.0708954,0.7799748,0.8452599,0.281486146,0.09973860774000001,0.4674948,0.48705061,0.12940233599999998,0.1318502404,0.09115983999999999,0.3799634,0.8868216,0.23345549999999998,0.51219373,0.4153652,0.3268491,0.31087474,1.0441951,0.1824365,0.43295054,0.1364781314,0.34973666000000003,1.1799977
0.1917528,0.2213677,0.233749858,0.15966149999999998,0.1664773,0.8276951,0.227066,0.35896853,0.8442804,0.78258662,0.1135976,0.07053279999999999,0.77995,0.8360217999999999,0.279257071,0.09981801659,0.46629560000000003,0.4874361,0.128649324,0.1314994888,0.09108713,0.3802681,0.8820289000000001,0.232966,0.50999659,0.4141429,0.3275247,0.31145291,1.037544,0.18217650000000002,0.43229467,0.1369987504,0.34994888,1.1625014
0.1906585,0.2201401,0.23624759970000003,0.15924549999999998,0.1651079,0.8276968,0.22722699999999998,0.35637637,0.8396362999999999,0.78242178,0.1129561,0.0701796,0.7799503,0.8313566,0.277826725,0.1000347905,0.4676946,0.48731503,0.12890545599999997,0.1322794533,0.0912572,0.38032309999999997,0.8773861999999999,0.23009149999999998,0.50998532,0.4114763,0.32690610000000003,0.31128657,1.0316277,0.1820852,0.43301819,0.1352084039,0.35010731,1.1749915
0.19100319999999998,0.2216674,0.2338489536,0.1586783,0.16643539999999998,0.8276956,0.227856,0.35784804000000003,0.8453480000000001,0.7834804400000001,0.11373979999999999,0.0702229,0.7799248999999999,0.8427548,0.27906051000000004,0.09969938581,0.4645018,0.4869768,0.13115332100000002,0.13252957229999998,0.09066993,0.38000449999999997,0.8813126,0.2299136,0.51024795,0.4114763,0.3265014,0.31157302000000003,1.0324272,0.1825751,0.4339752,0.1347816197,0.35025023,1.1962465999999998
0.1907011,0.2208291,0.23425076449999999,0.1582172,0.166055,0.8277042,0.228225,0.35556688000000003,0.8420093,0.7991176799999999,0.11326309999999999,0.0700079,0.7799524,0.8392569999999999,0.27786838799999997,0.09965001699,0.4621022,0.48709933,0.13135122899999999,0.1326605505,0.09072262,0.3800091,0.8765997999999999,0.23026390000000002,0.51125835,0.41038620000000003,0.32695660000000004,0.31102277,1.0271718,0.18268210000000001,0.43360063,0.1364820478,0.35052667,1.174244
0.18876790000000002,0.221273,0.23319718630000003,0.1577944,0.1661221,0.8276946000000001,0.22745300000000002,0.3551509,0.8433401,0.80080667,0.11345590000000001,0.0702973,0.7799636999999999,0.8406511999999999,0.277297481,0.09891445428000001,0.46209439999999996,0.48707738,0.13129112799999998,0.13257998640000002,0.09072044,0.3799864,0.8753686999999999,0.22737690000000002,0.5102223699999999,0.4106308,0.3271386,0.31175516,1.0243249,0.1829135,0.43337530999999996,0.1348990243,0.35046517,1.1545042
0.1884881,0.22122039999999998,0.234796416,0.1582851,0.16596349999999999,0.8276965000000001,0.22796,0.35420211,0.8431552999999999,0.8020585199999999,0.11341730000000001,0.0700919,0.7799592,0.8404218999999999,0.277033004,0.09870001134,0.46350230000000003,0.48729726999999995,0.132199161,0.13268004989999999,0.09062492999999999,0.38000449999999997,0.8731994999999999,0.22706140000000002,0.5106952499999999,0.41085399999999994,0.3293637,0.31171033000000004,1.0223319,0.1828853,0.43299988999999994,0.1350799592,0.35035725999999995,1.153998
0.18801589999999999,0.22185329999999998,0.2342467311,0.1575782,0.16602619999999998,0.8276975999999999,0.228,0.35421262,0.8452415999999999,0.79343945,0.11370100000000001,0.0701421,0.7799659,0.8463900000000001,0.277714611,0.09826117112,0.46419560000000004,0.48756110999999996,0.132757248,0.1328402501,0.09033996999999999,0.3800455,0.8747014999999999,0.22727689999999998,0.5105628200000001,0.4115748,0.3302672,0.31185787000000004,1.0252985000000001,0.1830358,0.43394996999999996,0.1341671404,0.35035816,1.156498
